date,avg_sentiment_score,high,low,open,close,volume,code
2015/5/5,0,4785.19,4572.98,4785.19,4596.84,460419626,hs300
2015/5/6,-0.066666667,4700.91,4511.76,4626.23,4553.33,376073702,hs300
2015/5/7,0.2,4546.34,4467.46,4520.82,4470.09,297759203,hs300
2015/5/8,0,4559.06,4445.59,4515.55,4558.4,302407967,hs300
2015/5/11,0,4690.95,4535.15,4582.09,4690.53,373838420,hs300
2015/5/12,-0.25,4748,4660.02,4692.12,4747.42,377053891,hs300
2015/5/13,0,4758,4678.85,4746.71,4718.44,370730424,hs300
2015/5/14,-0.285714286,4735.28,4670.17,4717.96,4700.78,337725152,hs300
2015/5/15,0.2,4690.75,4592.05,4690.75,4617.47,328431166,hs300
2015/5/18,-0.222222222,4623.38,4565.06,4582.06,4575.14,269180489,hs300
2015/5/19,0.444444444,4740,4577.64,4577.64,4731.22,314785952,hs300
2015/5/20,0.333333333,4843.1,4745.21,4751.57,4754.92,363180748,hs300
2015/5/21,0.166666667,4841.62,4746.03,4768.69,4840.98,305054537,hs300
2015/5/22,0.1,4951.99,4870.6,4895.92,4951.33,455846718,hs300
2015/5/25,-0.2,5099.84,4949.11,4949.11,5099.5,465736590,hs300
2015/5/26,0.2,5199.29,5063.15,5140.8,5198.92,487949359,hs300
2015/5/27,0,5226.84,5126.86,5216.17,5181.43,470798730,hs300
2015/5/28,-0.25,5213.18,4831.33,5174.1,4834.01,571829047,hs300
2015/5/29,-0.125,4924.3,4665.52,4839.53,4840.83,427878859,hs300
2015/6/1,0.272727273,5079.32,4835.77,4862.76,5076.18,417503741,hs300
2015/6/2,0.375,5162.56,5047.08,5091.27,5161.87,412973196,hs300
2015/6/3,-0.142857143,5186.97,5059.5,5176.6,5143.59,414258270,hs300
2015/6/4,0.111111111,5194.23,4863.46,5156.01,5181.42,482767268,hs300
2015/6/5,0.166666667,5288.34,5104.18,5254.9,5230.55,545961196,hs300
2015/6/8,-0.428571429,5370.61,5202.6,5259.41,5353.75,637313237,hs300
2015/6/9,0,5380.43,5251.21,5379.47,5317.46,570427263,hs300
2015/6/10,0,5374.83,5209.68,5254.3,5309.11,442165676,hs300
2015/6/11,1,5329.29,5248.16,5305.14,5306.59,392338755,hs300
2015/6/12,1,5351.65,5283.09,5329.28,5335.12,430131386,hs300
2015/6/15,0,5362.45,5207.31,5354.01,5221.17,475745703,hs300
2015/6/16,0.333333333,5204.3,5015.27,5165.02,5064.82,411675638,hs300
2015/6/17,0.666666667,5158.37,4949.29,5072.31,5138.83,397124187,hs300
2015/6/18,0.25,5121.22,4926.43,5107.69,4930.55,364395814,hs300
2015/6/19,0.222222222,4910.45,4634.69,4847.06,4637.05,358104744,hs300
2015/6/23,0,4786.96,4455.33,4641.42,4786.09,365087944,hs300
2015/6/24,0.2,4883.73,4744.31,4811.6,4880.13,434638723,hs300
2015/6/25,-0.5,4919.26,4667.22,4906.24,4706.52,446135982,hs300
2015/6/26,-0.666666667,4650.19,4278.67,4573.87,4336.19,446639790,hs300
2015/6/29,0.25,4451.17,4000.93,4446.84,4191.55,525662482,hs300
2015/6/30,0.6,4475.77,4016.01,4161.07,4473,527045280,hs300
2015/7/1,0,4526.13,4235.7,4408.98,4253.02,431721411,hs300
2015/7/2,0.083333333,4312.19,4000.06,4287.73,4108,457062194,hs300
2015/7/3,-0.166666667,4164.63,3785.9,4017.2,3885.92,429300850,hs300
2015/7/6,1.029411765,4218.27,3832.47,4218.27,3998.54,648094530,hs300
2015/7/7,-0.181818182,3960.64,3743.62,3877.85,3928,679385007,hs300
2015/7/8,0.052631579,3762.62,3612.25,3651.06,3663.04,581467097,hs300
2015/7/9,-0.05,3930.26,3537.83,3621.68,3897.63,503870610,hs300
2015/7/10,0.133333333,4179.11,3887.55,3916.27,4106.56,500701802,hs300
2015/7/13,0.583333333,4278.16,4072.43,4132.23,4211.81,502092186,hs300
2015/7/14,0.222222222,4258.51,4062.5,4178.63,4112.15,454422009,hs300
2015/7/15,-0.125,4114.24,3899.51,4068.88,3966.76,421956367,hs300
2015/7/16,0.25,4067.02,3856.32,3949.64,3997.36,330531345,hs300
2015/7/17,0,4190.19,4000.23,4023.76,4151.5,331107131,hs300
2015/7/20,0,4221.69,4106.39,4157.06,4160.61,352673472,hs300
2015/7/21,0.1,4201.48,4081.7,4109.76,4166.01,318374945,hs300
2015/7/22,-0.266666667,4187.43,4094.71,4148.56,4157.16,318945997,hs300
2015/7/23,0.333333333,4262.06,4148.82,4158.93,4250.81,354471759,hs300
2015/7/24,0.5,4299.65,4154.62,4255.2,4176.28,392045373,hs300
2015/7/27,0.111111111,4156.31,3817.17,4097.8,3818.73,365054511,hs300
2015/7/28,-0.8,3883.45,3627.42,3690.97,3811.09,383527216,hs300
2015/7/29,-0.181818182,3934,3769.19,3839.96,3930.38,276972845,hs300
2015/7/30,0.25,3968.53,3802.88,3915.78,3815.41,271548665,hs300
2015/7/31,-1,3863.62,3757.99,3777.16,3816.7,222376767,hs300
2015/8/3,-0.125,3829.24,3742.58,3766.07,3829.24,245805030,hs300
2015/8/4,0.363636364,3948.45,3801.03,3827.37,3948.16,220236556,hs300
2015/8/5,-0.416666667,3962.28,3858.66,3937.62,3866.9,200484269,hs300
2015/8/6,-0.285714286,3888.69,3793.24,3802.93,3831.85,147278694,hs300
2015/8/7,-0.1,3926.65,3857.91,3866.43,3906.95,183349153,hs300
2015/8/10,-0.25,4101.73,3932.84,3947.47,4084.36,306780540,hs300
2015/8/11,0,4110.13,4042,4083.59,4066.67,322034191,hs300
2015/8/12,0.5,4078.03,4015.35,4025.67,4016.13,255146196,hs300
2015/8/13,0,4075.7,3967.82,4010.01,4075.46,242836979,hs300
2015/8/14,0.25,4113.16,4056.73,4097.92,4073.54,253392996,hs300
2015/8/17,1,4081.77,4009.99,4058.11,4077.87,256939638,hs300
2015/8/18,0.3,4103.05,3816.55,4084.31,3825.41,319881070,hs300
2015/8/19,-0.071428571,3898.74,3668.19,3748.27,3886.14,269049839,hs300
2015/8/20,1,3880.82,3761.45,3848.4,3761.45,212167965,hs300
2015/8/21,-0.4375,3757.78,3578.18,3714.29,3589.54,217986403,hs300
2015/8/24,-0.409090909,3468.15,3266.55,3454.6,3275.53,255436652,hs300
2015/8/25,-0.272727273,3200.11,3019.56,3070.01,3042.93,276081306,hs300
2015/8/26,-0.833333333,3192.93,2952.01,3062.57,3025.69,308270623,hs300
2015/8/27,-0.4,3206.72,3028.4,3092.81,3205.64,267294930,hs300
2015/8/28,-0.2,3353.24,3223.62,3246.24,3342.29,299498426,hs300
2015/8/31,0.043478261,3368.28,3205.54,3307.4,3366.54,280250403,hs300
2015/9/1,-0.230769231,3370.5,3190.58,3296.53,3362.08,352458528,hs300
2015/9/2,0.045454545,3387.02,3213.64,3220.85,3365.83,347789412,hs300
2015/9/7,-0.482758621,3422.23,3240.24,3347.29,3250.49,204224431,hs300
2015/9/8,-0.044776119,3340.22,3170.81,3221.79,3334.02,154599631,hs300
2015/9/9,0.117647059,3426.65,3330.29,3344.82,3399.3,220467421,hs300
2015/9/10,0,3398.32,3337.31,3349.28,3357.56,144882971,hs300
2015/9/11,0.076923077,3383.13,3315.48,3349.88,3347.19,108547508,hs300
2015/9/14,-0.107142857,3373.92,3187.57,3367.64,3281.13,205457251,hs300
2015/9/15,-0.037037037,3240.08,3131.98,3208.74,3152.23,143555641,hs300
2015/9/16,0.125,3345.92,3131.37,3149.16,3309.25,159709994,hs300
2015/9/17,-0.15,3354.91,3237,3287.66,3237,169401881,hs300
2015/9/18,-0.52173913,3280.88,3227.83,3254.44,3251.27,106903481,hs300
2015/9/21,-0.166666667,3312.55,3211.93,3222.6,3308.25,122788668,hs300
2015/9/22,0.363636364,3371.41,3303.18,3312.37,3339.03,146221985,hs300
2015/9/23,0,3315.94,3253.33,3290.07,3263.03,123171439,hs300
2015/9/24,0.375,3300.86,3255.9,3278.9,3285,102011238,hs300
2015/9/25,0.166666667,3290.86,3201.91,3272.67,3231.95,121419278,hs300
2015/9/28,-0.3,3246.55,3186.51,3226.61,3242.75,74219468,hs300
2015/9/29,0.2,3208.42,3159.04,3197.22,3178.85,87150633,hs300
2015/9/30,0.714285714,3223.91,3186.77,3195.9,3202.95,78559349,hs300
2015/10/8,-0.333333333,3337.33,3294.6,3324.98,3296.48,132081768,hs300
2015/10/9,0.1,3352.38,3293.97,3302.36,3340.12,124352500,hs300
2015/10/12,0,3486.63,3347.25,3351.14,3447.69,221400468,hs300
2015/10/13,0.1,3452.04,3413.97,3422.48,3445.04,145433786,hs300
2015/10/14,0.6,3458.7,3403.23,3431.14,3406.11,152173938,hs300
2015/10/15,0.125,3486.81,3402.32,3403.39,3486.81,171158299,hs300
2015/10/16,0,3537.54,3487.1,3508.52,3534.06,208964709,hs300
2015/10/19,-0.166666667,3573,3502.5,3548.95,3534.18,207606744,hs300
2015/10/20,0.666666667,3577.8,3510.44,3527.88,3577.7,179025108,hs300
2015/10/21,0.6,3601.24,3417.41,3580.84,3473.25,282076050,hs300
2015/10/22,-0.166666667,3530.77,3442.31,3453.2,3524.53,184305580,hs300
2015/10/23,0.8,3581.84,3515.82,3536.84,3571.24,198294478,hs300
2015/10/26,0.333333333,3620.76,3561.19,3614.7,3589.26,204248863,hs300
2015/10/27,-0.1875,3601.05,3486.1,3569.45,3592.88,192056140,hs300
2015/10/28,0,3598.17,3517.21,3575.8,3524.92,170977098,hs300
2015/10/29,0,3561.81,3507.97,3539.98,3533.31,127010446,hs300
2015/10/30,0,3574.47,3497.57,3530.22,3534.08,139141914,hs300
2015/11/2,-0.058823529,3543.45,3474.71,3489.23,3475.96,130002568,hs300
2015/11/3,-0.214285714,3501.7,3452.62,3484.72,3465.49,101401876,hs300
2015/11/4,0.142857143,3628.54,3477.16,3477.16,3628.54,205423865,hs300
2015/11/5,0.125,3781.41,3627.3,3630.78,3705.97,398046568,hs300
2015/11/6,0.25,3801.71,3694.66,3698.34,3793.37,298753076,hs300
2015/11/9,1.111111111,3891.77,3796.38,3796.38,3840.35,356804823,hs300
2015/11/10,0.142857143,3876.49,3798.82,3806.67,3833.24,286519603,hs300
2015/11/11,0,3843.11,3781.41,3828.45,3833.65,232234296,hs300
2015/11/12,0.181818182,3843.9,3771.27,3841.74,3795.32,217537647,hs300
2015/11/13,-0.5,3793.71,3727.58,3756.2,3746.24,203489891,hs300
2015/11/16,0.333333333,3764.41,3680.07,3682.74,3764.13,161690901,hs300
2015/11/17,0,3852.77,3750.16,3790.43,3758.39,248533071,hs300
2015/11/18,0.5,3771.85,3706.31,3760.46,3715.58,185689495,hs300
2015/11/19,-0.142857143,3775.23,3714.68,3725.62,3774.97,154631989,hs300
2015/11/20,-0.6,3793.54,3757.03,3778.88,3774.38,186951689,hs300
2015/11/23,0,3802.85,3743.41,3774.44,3753.33,175626812,hs300
2015/11/24,0.333333333,3754.17,3702.74,3745.76,3753.89,143383283,hs300
2015/11/25,0.5,3781.86,3735.72,3747.76,3781.61,151944941,hs300
2015/11/26,0.166666667,3805.84,3756.82,3795.25,3759.43,173525468,hs300
2015/11/27,-0.3,3742.74,3534.39,3739.1,3556.99,208939358,hs300
2015/11/30,1,3587.97,3455.07,3554.89,3566.41,173201163,hs300
2015/12/1,1.285714286,3617.3,3536.12,3562.32,3591.7,136536554,hs300
2015/12/2,0.5,3725.85,3573.4,3587.76,3721.96,213538865,hs300
2015/12/3,-0.25,3758.45,3693.14,3709.55,3749.3,197762126,hs300
2015/12/4,0.222222222,3726.12,3667.29,3719.73,3677.59,151199522,hs300
2015/12/7,0.9,3699.34,3658.58,3681.58,3687.61,113883150,hs300
2015/12/8,0,3668.84,3619.45,3668.84,3623.02,125781083,hs300
2015/12/9,-0.5,3655.16,3611.49,3613.42,3635.94,113325422,hs300
2015/12/10,-0.25,3678.32,3615.99,3634.37,3623.08,120215625,hs300
2015/12/11,0.4,3630.74,3578.15,3605.37,3608.06,110322481,hs300
2015/12/14,-0.555555556,3712.5,3571,3573.88,3711.32,151769119,hs300
2015/12/15,-0.111111111,3717.36,3679.23,3707.73,3694.39,126481710,hs300
2015/12/16,0.5,3713.09,3677.45,3703.95,3685.44,111342723,hs300
2015/12/17,-0.333333333,3768.84,3709.85,3712.78,3755.89,177924075,hs300
2015/12/18,0.333333333,3810.22,3750.93,3754.96,3767.91,173465980,hs300
2015/12/21,0.75,3877.82,3759.99,3762.1,3865.97,217435275,hs300
2015/12/22,-0.181818182,3880.47,3841.59,3872.1,3876.73,180303661,hs300
2015/12/23,1.166666667,3926.69,3862.97,3877.87,3866.38,207017147,hs300
2015/12/24,0.333333333,3867.68,3787.08,3858.14,3829.4,147181397,hs300
2015/12/25,0.5,3848.02,3813.2,3832.08,3838.2,119624013,hs300
2015/12/28,-0.222222222,3853.39,3727.63,3847.53,3727.63,153988440,hs300
2015/12/29,0.125,3762.05,3710.48,3723.05,3761.87,101885555,hs300
2015/12/30,0,3765.66,3726.28,3762.91,3765.18,105629955,hs300
2015/12/31,0.333333333,3772.62,3727.32,3760.9,3731,101873556,hs300
2016/1/4,0.114074074,3726.24,3469.01,3725.86,3470.41,115370674,hs300
2016/1/5,-0.2,3518.22,3377.28,3382.18,3478.78,162116984,hs300
2016/1/6,0.009615385,3543.74,3468.47,3482.41,3539.81,145966144,hs300
2016/1/7,-0.043336945,3481.15,3284.74,3481.15,3294.38,44102641,hs300
2016/1/8,-0.264516129,3418.85,3237.93,3371.87,3361.56,185959451,hs300
2016/1/11,-0.325581395,3342.48,3192.45,3303.12,3192.45,174638387,hs300
2016/1/12,-0.506329114,3242.25,3174.55,3214.82,3215.71,128225796,hs300
2016/1/13,-0.063291139,3257.3,3155.88,3240.48,3155.88,120666494,hs300
2016/1/14,-0.352272727,3226.66,3072.04,3076.64,3221.57,134537671,hs300
2016/1/15,-0.471910112,3216.8,3101.05,3200.89,3118.73,124601779,hs300
2016/1/18,-0.365079365,3165.62,3066.73,3068.23,3130.73,101128386,hs300
2016/1/19,0,3227.91,3119.22,3132.7,3223.12,127653893,hs300
2016/1/20,0.108695652,3225.95,3154.43,3204.22,3174.38,130650504,hs300
2016/1/21,0,3202.54,3081.35,3136.38,3081.35,111189733,hs300
2016/1/22,-0.875,3132.17,3053.96,3114.9,3113.46,89951087,hs300
2016/1/25,0,3149.33,3105.1,3129.03,3128.89,81540061,hs300
2016/1/26,-0.49382716,3106.53,2934.65,3099.6,2940.51,126933921,hs300
2016/1/27,-0.259615385,2963.54,2839.29,2953.18,2930.35,132229366,hs300
2016/1/28,-0.348623853,2941.89,2841.84,2909.33,2853.76,99222756,hs300
2016/1/29,-0.5,2965.31,2854.37,2855.6,2946.09,113304259,hs300
2016/2/1,-0.380952381,2944.52,2869.56,2939.04,2901.05,86795342,hs300
2016/2/2,-0.057142857,2972.43,2901.51,2901.53,2961.33,88601963,hs300
2016/2/3,0.021276596,2954.71,2909.9,2931.29,2948.64,77389000,hs300
2016/2/4,0,2999.21,2960.21,2960.33,2984.76,91779724,hs300
2016/2/5,-0.272727273,2988.36,2962.85,2982.06,2963.79,76850808,hs300
2016/2/15,0.47826087,2961.49,2886.02,2888.43,2946.71,72919434,hs300
2016/2/16,0,3042.09,2962.19,2962.19,3037.04,112579643,hs300
2016/2/17,-0.304347826,3065.78,3027.05,3034.09,3063.32,128291607,hs300
2016/2/18,0.193548387,3093.51,3049.84,3079.53,3053.7,124401464,hs300
2016/2/19,-0.114285714,3065.97,3032.63,3047.94,3051.58,87338012,hs300
2016/2/22,-0.088235294,3128.21,3071.33,3083.93,3118.87,140946968,hs300
2016/2/23,0.64516129,3119.22,3061.43,3117.2,3089.36,112567391,hs300
2016/2/24,-0.28,3109.55,3055.25,3077.61,3109.55,111782650,hs300
2016/2/25,-0.2,3104.44,2905.46,3104.41,2918.75,157829752,hs300
2016/2/26,-0.631578947,2964.39,2902.95,2942.1,2948.03,106949729,hs300
2016/2/29,-0.016666667,2939.87,2821.21,2939.58,2877.47,129341020,hs300
2016/3/1,-0.25,2950.44,2863.32,2881.34,2930.69,116045918,hs300
2016/3/2,0.6,3054.72,2933.12,2933.92,3051.33,175972347,hs300
2016/3/3,0.108108108,3078.44,3040.25,3050.39,3058.42,173105744,hs300
2016/3/4,-0.25,3101.66,3032.42,3047.54,3093.89,219172534,hs300
2016/3/7,-0.321428571,3130.9,3083.58,3109,3104.84,132462037,hs300
2016/3/8,-0.238095238,3109.25,3001.83,3100.15,3107.67,136235742,hs300
2016/3/9,-0.096774194,3072.92,3020.13,3045.92,3071.91,111466245,hs300
2016/3/10,-0.156862745,3074.16,3012.69,3056.21,3013.15,76072197,hs300
2016/3/11,-0.625,3026.44,2982.17,2990.21,3018.28,73333564,hs300
2016/3/14,0.25,3106.8,3034,3039.57,3065.69,117108655,hs300
2016/3/15,-0.216216216,3077.08,3028.58,3061.34,3074.78,98311941,hs300
2016/3/16,-0.06,3100.35,3064.52,3068.87,3090.03,124736448,hs300
2016/3/17,0.416666667,3147.84,3077.57,3096.81,3124.2,121661777,hs300
2016/3/18,0.37037037,3197.67,3130.1,3136.22,3171.96,197302564,hs300
2016/3/21,0.548387097,3267.78,3198.36,3203.29,3249.44,233269464,hs300
2016/3/22,0.166666667,3249.68,3218.73,3231.61,3225.79,161020897,hs300
2016/3/23,-0.05,3242.25,3202.98,3217.73,3236.09,125679286,hs300
2016/3/24,0.025,3221.91,3181.81,3211.5,3181.85,133131122,hs300
2016/3/25,-0.026315789,3204.44,3174.32,3176.81,3197.82,97395330,hs300
2016/3/28,-0.083333333,3229.62,3161.88,3206.95,3169.73,103441933,hs300
2016/3/29,0.0625,3178.07,3122.76,3171.31,3135.41,97294747,hs300
2016/3/30,-0.444444444,3216.68,3161.29,3161.29,3216.28,117802512,hs300
2016/3/31,-0.35483871,3241.93,3208.66,3229.2,3218.09,121552074,hs300
2016/4/1,-0.5,3222.61,3165.86,3213.67,3221.89,118122139,hs300
2016/4/5,-0.210526316,3271.93,3205.21,3211.3,3264.49,146047772,hs300
2016/4/6,0.09375,3267.64,3236.2,3250.52,3257.53,120196305,hs300
2016/4/7,0.275862069,3270.82,3208.64,3266.29,3209.29,112409467,hs300
2016/4/8,-0.151515152,3197.77,3163.3,3189.85,3185.73,101005625,hs300
2016/4/11,-0.21875,3251.57,3213.51,3213.51,3230.1,125212709,hs300
2016/4/12,0.1,3232.26,3198.9,3227.37,3218.45,92869437,hs300
2016/4/13,0.054054054,3296.52,3237.86,3237.86,3261.38,195613866,hs300
2016/4/14,-0.175,3286.07,3252.05,3277.1,3275.83,113157327,hs300
2016/4/15,-0.2,3282.98,3261.73,3279.86,3272.21,99807529,hs300
2016/4/18,0.384615385,3252.67,3221.66,3252.67,3228.45,97090069,hs300
2016/4/19,0.1,3250.73,3221.58,3243.97,3238.3,80871440,hs300
2016/4/20,-0.169811321,3248.42,3107.37,3244.14,3181.03,162207858,hs300
2016/4/21,0,3198.56,3150.94,3160.8,3160.6,104752651,hs300
2016/4/22,-0.206896552,3175.38,3137.99,3142.56,3174.9,77078492,hs300
2016/4/25,-0.24137931,3172.27,3137.11,3164.74,3162.03,67519351,hs300
2016/4/26,0.173913043,3181.1,3150.4,3159.77,3179.16,59020734,hs300
2016/4/27,0.3,3188.83,3162.69,3181.93,3165.92,60004147,hs300
2016/4/28,-0.647058824,3174.77,3135.64,3169.33,3160.58,69870660,hs300
2016/5/3,0,3218.49,3151.4,3159.82,3213.54,98164835,hs300
2016/5/4,0.413793103,3222.88,3198.29,3203.47,3209.46,90862408,hs300
2016/5/5,0.689655172,3217.28,3196.57,3204.17,3213.92,74733681,hs300
2016/5/6,2,3216.89,3130.15,3213.14,3130.35,108680240,hs300
2016/5/9,-0.24,3115.43,3055.01,3115.43,3065.62,99230477,hs300
2016/5/10,-0.333333333,3084.72,3055.18,3055.21,3069.11,68849935,hs300
2016/5/11,0.216216216,3102.88,3063.09,3080.64,3082.81,81794258,hs300
2016/5/12,0.193548387,3095.35,3035.02,3059.38,3090.14,78765726,hs300
2016/5/13,-0.276595745,3103.1,3064.69,3081.68,3074.94,62629755,hs300
2016/5/16,0.233333333,3095.56,3053.66,3064.53,3095.31,59461856,hs300
2016/5/17,0.375,3105.2,3073.46,3095.52,3086.02,65278125,hs300
2016/5/18,-0.45,3072.61,3039.46,3071.53,3068.04,82715369,hs300
2016/5/19,-0.033333333,3086.98,3058.15,3060.34,3062.5,60444166,hs300
2016/5/20,0.115384615,3078.53,3041.52,3047.78,3078.22,56080842,hs300
2016/5/23,0.5,3098.48,3076.5,3078.51,3087.22,59697216,hs300
2016/5/24,-0.035714286,3083.26,3052.59,3083.24,3063.56,58734385,hs300
2016/5/25,-0.238095238,3089.1,3054.87,3079.75,3059.23,56652803,hs300
2016/5/26,-0.791666667,3072.52,3027.44,3056.6,3064.21,60392981,hs300
2016/5/27,-0.315789474,3073.76,3052.18,3059.73,3062.5,60468750,hs300
2016/5/30,-0.15,3075.26,3037.66,3056.31,3066.71,63098579,hs300
2016/5/31,-0.483870968,3170.93,3068.6,3068.6,3169.56,138863111,hs300
2016/6/1,-0.325,3181.79,3159.82,3172.96,3160.55,113148482,hs300
2016/6/2,-0.413793103,3168.82,3151.07,3158.03,3167.1,86003427,hs300
2016/6/3,-0.238095238,3201.75,3162.09,3172.95,3189.33,101491783,hs300
2016/6/6,0.457142857,3197.22,3168.55,3192.78,3178.79,76693751,hs300
2016/6/7,-0.19047619,3186.62,3168.18,3182.44,3177.05,68928314,hs300
2016/6/8,0.523809524,3174.97,3148.35,3171.81,3163.99,76291775,hs300
2016/6/13,0.068965517,3145.61,3065.77,3134.05,3066.34,92975947,hs300
2016/6/14,0.25,3078.75,3055.66,3058.44,3075.98,66279457,hs300
2016/6/15,0.066666667,3128.67,3042.23,3043.96,3116.37,87393257,hs300
2016/6/16,0.166666667,3112.48,3089.48,3104.36,3094.67,82974703,hs300
2016/6/17,0.115384615,3131.05,3096.09,3096.09,3110.36,85402985,hs300
2016/6/20,0.136363636,3118.73,3089.71,3114.91,3112.67,63587141,hs300
2016/6/21,-0.55,3155.49,3097.94,3124.9,3106.32,87965345,hs300
2016/6/22,0.45,3134.06,3096.99,3100.45,3133.96,66487113,hs300
2016/6/23,-0.043478261,3129.72,3102.48,3129.72,3117.32,67751738,hs300
2016/6/24,-0.236842105,3130.54,3033.97,3110.65,3077.16,104792208,hs300
2016/6/27,-0.357142857,3120.64,3064.97,3065.13,3120.54,83267259,hs300
2016/6/28,-0.083333333,3139.43,3099.7,3107.4,3136.4,92024637,hs300
2016/6/29,0.176470588,3158.08,3139.13,3142.48,3151.39,103723668,hs300
2016/6/30,0.578947368,3163.72,3148.2,3152.83,3153.92,79692617,hs300
2016/7/1,-0.105263158,3170.26,3148.29,3156.93,3154.2,71746283,hs300
2016/7/4,0.111111111,3210.6,3134.02,3136.39,3204.7,133310529,hs300
2016/7/5,0.37037037,3216.7,3198,3199.16,3207.38,130226895,hs300
